accuracy,error_rate,precision,recall,f1,model
0.9090909090909091,0.09090909090909094,0.9109229328665065,0.9090909090909091,0.9079605114421362,NaiveBayes
0.9090909090909091,0.09090909090909094,0.9109229328665065,0.9090909090909091,0.9079605114421362,BayesianNetwork
0.987012987012987,0.012987012987012991,0.9874939874939875,0.987012987012987,0.9870029854627468,DecisionTree
0.7532467532467533,0.24675324675324672,0.7618114643976713,0.7532467532467533,0.7562306339300774,KNN_euclidean
0.7922077922077922,0.20779220779220775,0.8017161410018553,0.7922077922077922,0.7920582565859927,KNN_manhattan
0.7532467532467533,0.24675324675324672,0.7618114643976713,0.7532467532467533,0.7562306339300774,KNN_minkowski
0.8311688311688312,0.16883116883116878,0.8465749936338172,0.8311688311688312,0.8276890460200993,LDA
0.961038961038961,0.038961038961038974,0.9614598364598366,0.961038961038961,0.96100895638824,LogisticReg
0.922077922077922,0.07792207792207795,0.9235209235209235,0.922077922077922,0.9225631933734042,NeuralNet
