mae,rmse,r2,willmott,nse,legates_mccabe,model
0.7330215858587155,0.9405313203657488,0.9833415554068494,0.9957066508553811,0.9833415554068494,0.8840916412761273,LinearRegression
0.5794945394935942,0.7301672449237199,0.9899600253267262,0.9974501359154554,0.9899600253267262,0.9083679631569607,NeuralNetRegressor
